srr	gse	species	platform	isoquant_cells	registry_positive_reference_transcripts	transcript_rows_enumerated	observed_run_transcript_detections	registry_recount_delta	registry_recount_match	observed_reference_transcript_detections	observed_isoquant_novel_transcript_detections	observed_other_transcript_detections	transcript_assigned_molecules	transcript_duplicate_headers_skipped	discovered_transcript_rows_enumerated	observed_discovered_run_transcript_detections	observed_discovered_reference_transcript_detections	observed_discovered_isoquant_novel_transcript_detections	observed_discovered_other_transcript_detections	discovered_transcript_assigned_molecules	discovered_duplicate_headers_skipped	gene_rows_enumerated	observed_run_gene_detections	gene_assigned_molecules	gene_duplicate_headers_skipped	transcript_counts_path	discovered_transcript_counts_path	gene_counts_path
SRR30166099	GSE274249	human	ONT	8731	34012	226005	34012	0	True	34012	0	0	2391413.0	0	32098	31938	23650	8288	0	2556346.0	0	38606	19812	5001065.0	0	data/isoquant/GSE274249/SRR30166099/SRR30166099/SRR30166099.transcript_counts.tsv	data/isoquant/GSE274249/SRR30166099/SRR30166099/SRR30166099.discovered_transcript_counts.tsv	data/isoquant/GSE274249/SRR30166099/SRR30166099/SRR30166099.gene_counts.tsv
SRR30639543	GSE276974	human	ONT	9352	63210	226005	63210	0	True	63210	0	0	43926703.0	0	142384	142199	39976	102223	0	48723148.0	0	38606	23213	80490193.0	0	data/isoquant/GSE276974/ONT10X2_20/ONT10X2_20/ONT10X2_20.transcript_counts.tsv	data/isoquant/GSE276974/ONT10X2_20/ONT10X2_20/ONT10X2_20.discovered_transcript_counts.tsv	data/isoquant/GSE276974/ONT10X2_20/ONT10X2_20/ONT10X2_20.gene_counts.tsv
SRR30639544	GSE276974	human	ONT	9684	63511	226005	63511	0	True	63511	0	0	43646367.0	0	139745	139557	40079	99478	0	47019839.0	0	38606	23239	79640960.0	0	data/isoquant/GSE276974/ONT10X2_19/ONT10X2_19/ONT10X2_19.transcript_counts.tsv	data/isoquant/GSE276974/ONT10X2_19/ONT10X2_19/ONT10X2_19.discovered_transcript_counts.tsv	data/isoquant/GSE276974/ONT10X2_19/ONT10X2_19/ONT10X2_19.gene_counts.tsv
SRR30639545	GSE276974	human	ONT	10232	63899	452010	63899	0	True	63899	0	0	97670520.0	1	148795	148605	40447	108158	0	54550422.0	0	77212	23361	177835686.0	1	data/isoquant/GSE276974/SRR30639545/SRR30639545/SRR30639545.transcript_counts.tsv	data/isoquant/GSE276974/SRR30639545/SRR30639545/SRR30639545.discovered_transcript_counts.tsv	data/isoquant/GSE276974/SRR30639545/SRR30639545/SRR30639545.gene_counts.tsv
SRR30639546	GSE276974	human	ONT	8545	66293	226005	66293	0	True	66293	0	0	56040583.0	0	177677	177506	42075	135431	0	65512385.0	0	38606	23188	102986616.0	0	data/isoquant/GSE276974/ONT10X2_10/ONT10X2_10/ONT10X2_10.transcript_counts.tsv	data/isoquant/GSE276974/ONT10X2_10/ONT10X2_10/ONT10X2_10.discovered_transcript_counts.tsv	data/isoquant/GSE276974/ONT10X2_10/ONT10X2_10/ONT10X2_10.gene_counts.tsv
SRR30639548	GSE276974	human	ONT	11620	69284	226005	69284	0	True	69284	0	0	53391461.0	0	162809	162654	43848	118806	0	58956558.0	0	38606	23630	98099078.0	0	data/isoquant/GSE276974/SRR30639548/SRR30639548/SRR30639548.transcript_counts.tsv	data/isoquant/GSE276974/SRR30639548/SRR30639548/SRR30639548.discovered_transcript_counts.tsv	data/isoquant/GSE276974/SRR30639548/SRR30639548/SRR30639548.gene_counts.tsv
SRR30639549	GSE276974	human	ONT	6577	60645	226005	60645	0	True	60645	0	0	51833279.0	0	162843	162672	39034	123638	0	63098681.0	0	38606	23104	95997219.0	0	data/isoquant/GSE276974/ONT10X3_13/ONT10X3_13/ONT10X3_13.transcript_counts.tsv	data/isoquant/GSE276974/ONT10X3_13/ONT10X3_13/ONT10X3_13.discovered_transcript_counts.tsv	data/isoquant/GSE276974/ONT10X3_13/ONT10X3_13/ONT10X3_13.gene_counts.tsv
SRR30639550	GSE276974	human	ONT	5705	2232	226005	2232	0	True	2232	0	0	1417544.0	0	5204	5173	1529	3644	0	1356851.0	0	38606	1209	2543908.0	0	data/isoquant/GSE276974/SRR30639550/SRR30639550/SRR30639550.transcript_counts.tsv	data/isoquant/GSE276974/SRR30639550/SRR30639550/SRR30639550.discovered_transcript_counts.tsv	data/isoquant/GSE276974/SRR30639550/SRR30639550/SRR30639550.gene_counts.tsv
SRR30639551	GSE276974	human	ONT	6204	26160	226005	26160	0	True	26160	0	0	13472834.0	0	56145	56040	16938	39102	0	13286816.0	0	38606	11604	25690961.0	0	data/isoquant/GSE276974/SRR30639551/SRR30639551/SRR30639551.transcript_counts.tsv	data/isoquant/GSE276974/SRR30639551/SRR30639551/SRR30639551.discovered_transcript_counts.tsv	data/isoquant/GSE276974/SRR30639551/SRR30639551/SRR30639551.gene_counts.tsv
SRR30639552	GSE276974	human	ONT	6453	62530	226005	62530	0	True	62530	0	0	55945956.0	0	170145	169953	39788	130165	0	68211133.0	0	38606	23350	104844454.0	0	data/isoquant/GSE276974/SRR30639552/SRR30639552/SRR30639552.transcript_counts.tsv	data/isoquant/GSE276974/SRR30639552/SRR30639552/SRR30639552.discovered_transcript_counts.tsv	data/isoquant/GSE276974/SRR30639552/SRR30639552/SRR30639552.gene_counts.tsv
SRR30639553	GSE276974	human	ONT	6139	60150	226005	60150	0	True	60150	0	0	36882366.0	0	144040	143835	38832	105003	0	40432516.0	0	38606	22907	68861194.0	0	data/isoquant/GSE276974/SRR30639553/SRR30639553/SRR30639553.transcript_counts.tsv	data/isoquant/GSE276974/SRR30639553/SRR30639553/SRR30639553.discovered_transcript_counts.tsv	data/isoquant/GSE276974/SRR30639553/SRR30639553/SRR30639553.gene_counts.tsv
SRR30639554	GSE276974	human	ONT	5916	59110	226005	59110	0	True	59110	0	0	37019181.0	0	169744	169554	37769	131785	0	44488497.0	0	38606	22255	70776574.0	0	data/isoquant/GSE276974/SRR30639554/SRR30639554/SRR30639554.transcript_counts.tsv	data/isoquant/GSE276974/SRR30639554/SRR30639554/SRR30639554.discovered_transcript_counts.tsv	data/isoquant/GSE276974/SRR30639554/SRR30639554/SRR30639554.gene_counts.tsv
SRR30639555	GSE276974	human	ONT	6365	61047	226005	61047	0	True	61047	0	0	41143164.0	0	176214	176012	38978	137034	0	49928347.0	0	38606	22598	78347623.0	0	data/isoquant/GSE276974/ONT10X2_6/ONT10X2_6/ONT10X2_6.transcript_counts.tsv	data/isoquant/GSE276974/ONT10X2_6/ONT10X2_6/ONT10X2_6.discovered_transcript_counts.tsv	data/isoquant/GSE276974/ONT10X2_6/ONT10X2_6/ONT10X2_6.gene_counts.tsv
SRR30639556	GSE276974	human	ONT	6130	61833	226005	61833	0	True	61833	0	0	45715267.0	0	179308	179150	39230	139920	0	55324120.0	0	38606	22717	86824449.0	0	data/isoquant/GSE276974/SRR30639556/SRR30639556/SRR30639556.transcript_counts.tsv	data/isoquant/GSE276974/SRR30639556/SRR30639556/SRR30639556.discovered_transcript_counts.tsv	data/isoquant/GSE276974/SRR30639556/SRR30639556/SRR30639556.gene_counts.tsv
SRR30639557	GSE276974	human	ONT	6285	60066	226005	60066	0	True	60066	0	0	42676542.0	0	181514	181335	38439	142896	0	52093843.0	0	38606	22511	81357366.0	0	data/isoquant/GSE276974/SRR30639557/SRR30639557/SRR30639557.transcript_counts.tsv	data/isoquant/GSE276974/SRR30639557/SRR30639557/SRR30639557.discovered_transcript_counts.tsv	data/isoquant/GSE276974/SRR30639557/SRR30639557/SRR30639557.gene_counts.tsv
SRR30639558	GSE276974	human	ONT	12093	61484	226005	61484	0	True	61484	0	0	41190745.0	0	172059	171844	39117	132727	0	47339822.0	0	38606	22647	77581313.0	0	data/isoquant/GSE276974/ONT10X2_3/ONT10X2_3/ONT10X2_3.transcript_counts.tsv	data/isoquant/GSE276974/ONT10X2_3/ONT10X2_3/ONT10X2_3.discovered_transcript_counts.tsv	data/isoquant/GSE276974/ONT10X2_3/ONT10X2_3/ONT10X2_3.gene_counts.tsv
SRR31435216	GSE283629	human	ONT	17097	53283	226005	53283	0	True	53283	0	0	8401729.0	0	58128	57945	34958	22987	0	8828144.0	0	38606	23682	17240887.0	0	data/isoquant/GSE283629/SRR31435216/SRR31435216/SRR31435216.transcript_counts.tsv	data/isoquant/GSE283629/SRR31435216/SRR31435216/SRR31435216.discovered_transcript_counts.tsv	data/isoquant/GSE283629/SRR31435216/SRR31435216/SRR31435216.gene_counts.tsv
SRR31435217	GSE283629	human	ONT	17171	32287	226005	32287	0	True	32287	0	0	1869645.0	0	33129	32949	23857	9092	0	1991824.0	0	38606	19723	3949545.0	0	data/isoquant/GSE283629/SRR31435217/SRR31435217/SRR31435217.transcript_counts.tsv	data/isoquant/GSE283629/SRR31435217/SRR31435217/SRR31435217.discovered_transcript_counts.tsv	data/isoquant/GSE283629/SRR31435217/SRR31435217/SRR31435217.gene_counts.tsv
SRR31435218	GSE283629	human	ONT	20205	66385	226005	66385	0	True	66385	0	0	19616929.0	0	69631	69479	41835	27644	0	20827335.0	0	38606	25090	40081595.0	0	data/isoquant/GSE283629/SRR31435218/SRR31435218/SRR31435218.transcript_counts.tsv	data/isoquant/GSE283629/SRR31435218/SRR31435218/SRR31435218.discovered_transcript_counts.tsv	data/isoquant/GSE283629/SRR31435218/SRR31435218/SRR31435218.gene_counts.tsv
SRR31435219	GSE283629	human	ONT	20067	32390	226005	32390	0	True	32390	0	0	2092289.0	0	30746	30597	23023	7574	0	2233358.0	0	38606	18863	4361037.0	0	data/isoquant/GSE283629/SRR31435219/SRR31435219/SRR31435219.transcript_counts.tsv	data/isoquant/GSE283629/SRR31435219/SRR31435219/SRR31435219.discovered_transcript_counts.tsv	data/isoquant/GSE283629/SRR31435219/SRR31435219/SRR31435219.gene_counts.tsv
SRR31632206	GSE283658	human	ONT	3463	29988	226005	29988	0	True	29988	0	0	3196293.0	0	31908	31689	22343	9346	0	3353437.0	0	38606	16132	6201698.0	0	data/isoquant/GSE283658/SRR31632206/SRR31632206/SRR31632206.transcript_counts.tsv	data/isoquant/GSE283658/SRR31632206/SRR31632206/SRR31632206.discovered_transcript_counts.tsv	data/isoquant/GSE283658/SRR31632206/SRR31632206/SRR31632206.gene_counts.tsv
SRR31632207	GSE283658	human	ONT	8656	57656	226005	57656	0	True	57656	0	0	23388260.0	0	59392	59246	36536	22710	0	23350582.0	0	38606	22307	42721543.0	0	data/isoquant/GSE283658/SRR31632207/SRR31632207/SRR31632207.transcript_counts.tsv	data/isoquant/GSE283658/SRR31632207/SRR31632207/SRR31632207.discovered_transcript_counts.tsv	data/isoquant/GSE283658/SRR31632207/SRR31632207/SRR31632207.gene_counts.tsv
SRR31632208	GSE283658	human	ONT	8574	50810	226005	50810	0	True	50810	0	0	14749070.0	0	48854	48705	32305	16400	0	14957600.0	0	38606	21107	27148168.0	0	data/isoquant/GSE283658/SRR31632208/SRR31632208/SRR31632208.transcript_counts.tsv	data/isoquant/GSE283658/SRR31632208/SRR31632208/SRR31632208.discovered_transcript_counts.tsv	data/isoquant/GSE283658/SRR31632208/SRR31632208/SRR31632208.gene_counts.tsv
SRR34899601	GSE283658	human	ONT	8445	32733	226005	32733	0	True	32733	0	0	3874170.0	0	43588	43377	24573	18804	0	3811114.0	0	38606	16327	6913561.0	0	data/isoquant/GSE283658/SRR34899601/SRR34899601/SRR34899601.transcript_counts.tsv	data/isoquant/GSE283658/SRR34899601/SRR34899601/SRR34899601.discovered_transcript_counts.tsv	data/isoquant/GSE283658/SRR34899601/SRR34899601/SRR34899601.gene_counts.tsv
SRR32154422	GSE288222	human	ONT	3727	42106	226005	42106	0	True	42106	0	0	4187929.0	0	66072	65888	28165	37723	0	4803051.0	0	38606	23445	10937607.0	0	data/isoquant/GSE288222/SRR32154422/SRR32154422/SRR32154422.transcript_counts.tsv	data/isoquant/GSE288222/SRR32154422/SRR32154422/SRR32154422.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR32154422/SRR32154422/SRR32154422.gene_counts.tsv
SRR32154423	GSE288222	human	ONT	4165	40397	226005	40397	0	True	40397	0	0	4202582.0	0	61149	60978	27386	33592	0	4645602.0	0	38606	22938	10847330.0	0	data/isoquant/GSE288222/SRR32154423/SRR32154423/SRR32154423.transcript_counts.tsv	data/isoquant/GSE288222/SRR32154423/SRR32154423/SRR32154423.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR32154423/SRR32154423/SRR32154423.gene_counts.tsv
SRR32154424	GSE288222	human	ONT	4002	38750	226005	38750	0	True	38750	0	0	4770628.0	0	93599	93380	26370	67010	0	5899360.0	0	38606	21348	11720876.0	0	data/isoquant/GSE288222/SRR32154424/SRR32154424/SRR32154424.transcript_counts.tsv	data/isoquant/GSE288222/SRR32154424/SRR32154424/SRR32154424.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR32154424/SRR32154424/SRR32154424.gene_counts.tsv
SRR32154425	GSE288222	human	ONT	7529	47101	226005	47101	0	True	47101	0	0	4066007.0	0	81385	81202	31693	49509	0	5283807.0	0	38606	23691	11081419.0	0	data/isoquant/GSE288222/SRR32154425/SRR32154425/SRR32154425.transcript_counts.tsv	data/isoquant/GSE288222/SRR32154425/SRR32154425/SRR32154425.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR32154425/SRR32154425/SRR32154425.gene_counts.tsv
SRR32154426	GSE288222	human	ONT	5916	37952	226005	37952	0	True	37952	0	0	2577005.0	0	71199	71003	27241	43762	0	3693259.0	0	38606	22328	7442564.0	0	data/isoquant/GSE288222/SRR32154426/SRR32154426/SRR32154426.transcript_counts.tsv	data/isoquant/GSE288222/SRR32154426/SRR32154426/SRR32154426.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR32154426/SRR32154426/SRR32154426.gene_counts.tsv
SRR32154427	GSE288222	human	ONT	5216	42024	226005	42024	0	True	42024	0	0	5015680.0	0	75105	74938	27490	47448	0	6038385.0	0	38606	21686	11859080.0	0	data/isoquant/GSE288222/SRR32154427/SRR32154427/SRR32154427.transcript_counts.tsv	data/isoquant/GSE288222/SRR32154427/SRR32154427/SRR32154427.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR32154427/SRR32154427/SRR32154427.gene_counts.tsv
SRR32154428	GSE288222	human	ONT	9532	44196	226005	44196	0	True	44196	0	0	4082285.0	0	84554	84359	30390	53969	0	6140099.0	0	38606	23891	12031195.0	0	data/isoquant/GSE288222/SRR32154428/SRR32154428/SRR32154428.transcript_counts.tsv	data/isoquant/GSE288222/SRR32154428/SRR32154428/SRR32154428.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR32154428/SRR32154428/SRR32154428.gene_counts.tsv
SRR32154429	GSE288222	human	ONT	9884	43004	226005	43004	0	True	43004	0	0	3896057.0	0	79932	79765	29719	50046	0	5681209.0	0	38606	23412	11209369.0	0	data/isoquant/GSE288222/SRR32154429/SRR32154429/SRR32154429.transcript_counts.tsv	data/isoquant/GSE288222/SRR32154429/SRR32154429/SRR32154429.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR32154429/SRR32154429/SRR32154429.gene_counts.tsv
SRR32154430	GSE288222	human	ONT	3905	42880	226005	42880	0	True	42880	0	0	4041215.0	0	141228	141021	29431	111590	0	8274500.0	0	38606	23748	13450006.0	0	data/isoquant/GSE288222/SRR32154430/SRR32154430/SRR32154430.transcript_counts.tsv	data/isoquant/GSE288222/SRR32154430/SRR32154430/SRR32154430.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR32154430/SRR32154430/SRR32154430.gene_counts.tsv
SRR32154431	GSE288222	human	ONT	5298	38134	226005	38134	0	True	38134	0	0	3756378.0	0	94267	94114	27161	66953	0	5889236.0	0	38606	22778	14157118.0	0	data/isoquant/GSE288222/SRR32154431/SRR32154431/SRR32154431.transcript_counts.tsv	data/isoquant/GSE288222/SRR32154431/SRR32154431/SRR32154431.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR32154431/SRR32154431/SRR32154431.gene_counts.tsv
SRR32154433	GSE288222	human	ONT	5206	9782	226005	9782	0	True	9782	0	0	236572.0	0	24530	24397	8189	16208	0	443818.0	0	38606	14007	765397.0	0	data/isoquant/GSE288222/SRR32154433/SRR32154433/SRR32154433.transcript_counts.tsv	data/isoquant/GSE288222/SRR32154433/SRR32154433/SRR32154433.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR32154433/SRR32154433/SRR32154433.gene_counts.tsv
SRR36251361	GSE288222	human	ONT	3612	35361	226005	35361	0	True	35361	0	0	3026516.0	0	103932	103724	25150	78574	0	4662751.0	0	38606	21499	10115538.0	0	data/isoquant/GSE288222/SRR36251361/SRR36251361/SRR36251361.transcript_counts.tsv	data/isoquant/GSE288222/SRR36251361/SRR36251361/SRR36251361.discovered_transcript_counts.tsv	data/isoquant/GSE288222/SRR36251361/SRR36251361/SRR36251361.gene_counts.tsv
SRR32370261	GSE289790	human	ONT	2030	52044	226005	52044	0	True	52044	0	0	17357735.0	0	61442	61253	34748	26505	0	18346950.0	0	38606	20622	31500218.0	0	data/isoquant/GSE289790/SRR32370261/SRR32370261/SRR32370261.transcript_counts.tsv	data/isoquant/GSE289790/SRR32370261/SRR32370261/SRR32370261.discovered_transcript_counts.tsv	data/isoquant/GSE289790/SRR32370261/SRR32370261/SRR32370261.gene_counts.tsv
SRR32370262	GSE289790	human	ONT	1985	56929	226005	56929	0	True	56929	0	0	36484775.0	0	70653	70493	37534	32959	0	38265895.0	0	38606	20780	63937498.0	0	data/isoquant/GSE289790/SRR32370262/SRR32370262/SRR32370262.transcript_counts.tsv	data/isoquant/GSE289790/SRR32370262/SRR32370262/SRR32370262.discovered_transcript_counts.tsv	data/isoquant/GSE289790/SRR32370262/SRR32370262/SRR32370262.gene_counts.tsv
SRR32771574	GSE292324	human	PacBio	8104	58401	226005	58401	0	True	58401	0	0	28167367.0	0	306834	306559	38103	268456	0	43427084.0	0	38606	21541	54720161.0	0	data/isoquant_pacbio/GSE292324/SRR32771574/SRR32771574.transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771574/SRR32771574.discovered_transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771574/SRR32771574.gene_counts.tsv
SRR32771575	GSE292324	human	PacBio	8097	56077	226005	56077	0	True	56077	0	0	24267065.0	0	301078	300795	36750	264045	0	36820726.0	0	38606	21331	47373524.0	0	data/isoquant_pacbio/GSE292324/SRR32771575/SRR32771575.transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771575/SRR32771575.discovered_transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771575/SRR32771575.gene_counts.tsv
SRR32771576	GSE292324	human	PacBio	7371	60257	226005	60257	0	True	60257	0	0	25020035.0	0	298235	297969	38973	258996	0	36892567.0	0	38606	21791	50462750.0	0	data/isoquant_pacbio/GSE292324/SRR32771576/SRR32771576.transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771576/SRR32771576.discovered_transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771576/SRR32771576.gene_counts.tsv
SRR32771577	GSE292324	human	PacBio	7367	58328	226005	58328	0	True	58328	0	0	22896893.0	0	295640	295346	38008	257338	0	34452302.0	0	38606	21699	46201096.0	0	data/isoquant_pacbio/GSE292324/SRR32771577/SRR32771577.transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771577/SRR32771577.discovered_transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771577/SRR32771577.gene_counts.tsv
SRR32771578	GSE292324	human	PacBio	5187	52957	226005	52957	0	True	52957	0	0	24398651.0	0	352763	352497	33967	318530	0	44583223.0	0	38606	22656	50842244.0	0	data/isoquant_pacbio/GSE292324/SRR32771578/SRR32771578.transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771578/SRR32771578.discovered_transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771578/SRR32771578.gene_counts.tsv
SRR32771579	GSE292324	human	PacBio	7425	53164	226005	53164	0	True	53164	0	0	31169867.0	0	356323	356033	33755	322278	0	50022456.0	0	38606	22489	62507902.0	0	data/isoquant_pacbio/GSE292324/SRR32771579/SRR32771579.transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771579/SRR32771579.discovered_transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771579/SRR32771579.gene_counts.tsv
SRR32771580	GSE292324	human	PacBio	5195	50698	226005	50698	0	True	50698	0	0	18593929.0	0	342960	342691	32562	310129	0	34614083.0	0	38606	22390	39213776.0	0	data/isoquant_pacbio/GSE292324/SRR32771580/SRR32771580.transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771580/SRR32771580.discovered_transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771580/SRR32771580.gene_counts.tsv
SRR32771581	GSE292324	human	PacBio	6761	50119	226005	50119	0	True	50119	0	0	23353751.0	0	343158	342868	32074	310794	0	37672760.0	0	38606	22144	46583542.0	0	data/isoquant_pacbio/GSE292324/SRR32771581/SRR32771581.transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771581/SRR32771581.discovered_transcript_counts.tsv	data/isoquant_pacbio/GSE292324/SRR32771581/SRR32771581.gene_counts.tsv
SRR33259865	GSE295352	mouse	ONT	2754	29400	125556	29400	0	True	29400	0	0	50499469.0	0	67509	67390	21641	45749	0	45568081.0	0	33696	15485	65664927.0	0	data/isoquant/GSE295352/SRR33259865/SRR33259865/SRR33259865.transcript_counts.tsv	data/isoquant/GSE295352/SRR33259865/SRR33259865/SRR33259865.discovered_transcript_counts.tsv	data/isoquant/GSE295352/SRR33259865/SRR33259865/SRR33259865.gene_counts.tsv
SRR33259866	GSE295352	mouse	ONT	2647	27887	125556	27887	0	True	27887	0	0	18523177.0	0	53757	53636	20878	32758	0	17642236.0	0	33696	14758	25511070.0	0	data/isoquant/GSE295352/SRR33259866/SRR33259866/SRR33259866.transcript_counts.tsv	data/isoquant/GSE295352/SRR33259866/SRR33259866/SRR33259866.discovered_transcript_counts.tsv	data/isoquant/GSE295352/SRR33259866/SRR33259866/SRR33259866.gene_counts.tsv
SRR33259867	GSE295352	mouse	ONT	6786	11263	125556	11263	0	True	11263	0	0	597037.0	0	11858	11752	7893	3859	0	541187.0	0	33696	10594	917304.0	0	data/isoquant/GSE295352/SRR33259867/SRR33259867/SRR33259867.transcript_counts.tsv	data/isoquant/GSE295352/SRR33259867/SRR33259867/SRR33259867.discovered_transcript_counts.tsv	data/isoquant/GSE295352/SRR33259867/SRR33259867/SRR33259867.gene_counts.tsv
SRR35432392	GSE295352	mouse	ONT	3552	34890	125556	34890	0	True	34890	0	0	45237386.0	0	75284	75185	25077	50108	0	47573194.0	0	33696	16455	70246683.0	0	data/isoquant/GSE295352/SRR35432392/SRR35432392/SRR35432392.transcript_counts.tsv	data/isoquant/GSE295352/SRR35432392/SRR35432392/SRR35432392.discovered_transcript_counts.tsv	data/isoquant/GSE295352/SRR35432392/SRR35432392/SRR35432392.gene_counts.tsv
SRR35432393	GSE295352	mouse	ONT	3839	33981	125556	33981	0	True	33981	0	0	42485384.0	0	72873	72760	24692	48068	0	43721633.0	0	33696	16190	65961765.0	0	data/isoquant/GSE295352/SRR35432393/SRR35432393/SRR35432393.transcript_counts.tsv	data/isoquant/GSE295352/SRR35432393/SRR35432393/SRR35432393.discovered_transcript_counts.tsv	data/isoquant/GSE295352/SRR35432393/SRR35432393/SRR35432393.gene_counts.tsv
SRR35432394	GSE295352	mouse	ONT	3372	14349	125556	14349	0	True	14349	0	0	784103.0	0	15521	15393	9902	5491	0	665668.0	0	33696	11828	1344600.0	0	data/isoquant/GSE295352/SRR35432394/SRR35432394/SRR35432394.transcript_counts.tsv	data/isoquant/GSE295352/SRR35432394/SRR35432394/SRR35432394.discovered_transcript_counts.tsv	data/isoquant/GSE295352/SRR35432394/SRR35432394/SRR35432394.gene_counts.tsv
SRR33259246	GSE295353	mouse	ONT	26635	35253	125556	35253	0	True	35253	0	0	7668351.0	0	45237	45128	25090	20038	0	8636108.0	0	33696	17761	13149725.0	0	data/isoquant/GSE295353/SRR33259246/SRR33259246/SRR33259246.transcript_counts.tsv	data/isoquant/GSE295353/SRR33259246/SRR33259246/SRR33259246.discovered_transcript_counts.tsv	data/isoquant/GSE295353/SRR33259246/SRR33259246/SRR33259246.gene_counts.tsv
SRR33259247	GSE295353	mouse	ONT	45303	32369	125556	32369	0	True	32369	0	0	4986625.0	0	36869	36744	23601	13143	0	6364926.0	0	33696	17706	8413156.0	0	data/isoquant/GSE295353/SRR33259247/SRR33259247/SRR33259247.transcript_counts.tsv	data/isoquant/GSE295353/SRR33259247/SRR33259247/SRR33259247.discovered_transcript_counts.tsv	data/isoquant/GSE295353/SRR33259247/SRR33259247/SRR33259247.gene_counts.tsv
SRR33259248	GSE295353	mouse	ONT	1554	5155	125556	5155	0	True	5155	0	0	66356.0	0	3900	3877	3788	89	0	63601.0	0	33696	10220	132525.0	0	data/isoquant/GSE295353/SRR33259248/SRR33259248/SRR33259248.transcript_counts.tsv	data/isoquant/GSE295353/SRR33259248/SRR33259248/SRR33259248.discovered_transcript_counts.tsv	data/isoquant/GSE295353/SRR33259248/SRR33259248/SRR33259248.gene_counts.tsv
SRR35432458	GSE295353	mouse	ONT	6398	41857	125556	41857	0	True	41857	0	0	21740906.0	0	77066	76960	29087	47873	0	25468428.0	0	33696	19186	37014911.0	0	data/isoquant/GSE295353/SRR35432458/SRR35432458/SRR35432458.transcript_counts.tsv	data/isoquant/GSE295353/SRR35432458/SRR35432458/SRR35432458.discovered_transcript_counts.tsv	data/isoquant/GSE295353/SRR35432458/SRR35432458/SRR35432458.gene_counts.tsv
SRR35432459	GSE295353	mouse	ONT	9513	40489	125556	40489	0	True	40489	0	0	15272119.0	0	62918	62806	28256	34550	0	19567168.0	0	33696	18781	26421923.0	0	data/isoquant/GSE295353/SRR35432459/SRR35432459/SRR35432459.transcript_counts.tsv	data/isoquant/GSE295353/SRR35432459/SRR35432459/SRR35432459.discovered_transcript_counts.tsv	data/isoquant/GSE295353/SRR35432459/SRR35432459/SRR35432459.gene_counts.tsv
SRR35432460	GSE295353	mouse	ONT	1560	4972	125556	4972	0	True	4972	0	0	45126.0	0	3922	3869	3734	135	0	41512.0	0	33696	8412	88991.0	0	data/isoquant/GSE295353/SRR35432460/SRR35432460/SRR35432460.transcript_counts.tsv	data/isoquant/GSE295353/SRR35432460/SRR35432460/SRR35432460.discovered_transcript_counts.tsv	data/isoquant/GSE295353/SRR35432460/SRR35432460/SRR35432460.gene_counts.tsv
SRR33369385	GSE295932	human	ONT	2911	38373	226005	38373	0	True	38373	0	0	5671936.0	0	47115	46916	27374	19542	0	5471290.0	0	38606	16596	9967237.0	0	data/isoquant/GSE295932/SRR33369385/SRR33369385/SRR33369385.transcript_counts.tsv	data/isoquant/GSE295932/SRR33369385/SRR33369385/SRR33369385.discovered_transcript_counts.tsv	data/isoquant/GSE295932/SRR33369385/SRR33369385/SRR33369385.gene_counts.tsv
SRR33369386	GSE295932	human	ONT	5362	8157	226005	8157	0	True	8157	0	0	395999.0	0	11135	10985	7677	3308	0	389132.0	0	38606	7900	647286.0	0	data/isoquant/GSE295932/SRR33369386/SRR33369386/SRR33369386.transcript_counts.tsv	data/isoquant/GSE295932/SRR33369386/SRR33369386/SRR33369386.discovered_transcript_counts.tsv	data/isoquant/GSE295932/SRR33369386/SRR33369386/SRR33369386.gene_counts.tsv
