run	study	transcript_id	count	is_reference	hc_reference_model	pas_supported	pas_id	terminal_0based	tags	tsl	model_support_class
SRR35267340	GSE307660	ENST00000530727	110.0	True	False	False		198732555	mRNA_end_NF	1	reference_other
SRR35267340	GSE307660	ENST00000442510	106.0	True	True	True	1:198757474:+	198757475	basic	1	reference_hc
SRR35267340	GSE307660	ENST00000367364	3600.0	True	True	False		198693205	basic	1	reference_hc
SRR35267340	GSE307660	ENST00000367367	23.0	True	False	True	1:198735248:+	198735251	mRNA_end_NF	2	reference_other
SRR35267340	GSE307660	ENST00000529828	79.0	True	True	True	1:198735248:+	198735251		1	reference_hc
SRR35267340	GSE307660	ENST00000462363	52.0	True	True	False		198703873		1	reference_hc
SRR35267340	GSE307660	ENST00000413409	17.0	True	True	False		198695170	basic	1	reference_hc
SRR35267340	GSE307660	ENST00000418674	14.0	True	True	False		198699619	alternative_5_UTR	2	reference_hc
SRR35267340	GSE307660	ENST00000427110	2.0	True	True	False		198703345		1	reference_hc
SRR35267341	GSE307660	ENST00000442510	201.0	True	True	True	1:198757474:+	198757475	basic	1	reference_hc
SRR35267341	GSE307660	ENST00000530727	115.0	True	False	False		198732555	mRNA_end_NF	1	reference_other
SRR35267341	GSE307660	ENST00000697630	924.0	True	False	False		198743044	RNA_Seq_supported_only		reference_other
SRR35267341	GSE307660	ENST00000367364	4914.0	True	True	False		198693205	basic	1	reference_hc
SRR35267341	GSE307660	ENST00000367367	20.0	True	False	True	1:198735248:+	198735251	mRNA_end_NF	2	reference_other
SRR35267341	GSE307660	ENST00000529828	61.0	True	True	True	1:198735248:+	198735251		1	reference_hc
SRR35267341	GSE307660	ENST00000462363	80.0	True	True	False		198703873		1	reference_hc
SRR35267341	GSE307660	ENST00000413409	63.0	True	True	False		198695170	basic	1	reference_hc
SRR35267341	GSE307660	ENST00000418674	17.0	True	True	False		198699619	alternative_5_UTR	2	reference_hc
SRR35267341	GSE307660	ENST00000484135	415.0	True	False	True	1:198700135:+	198700145	mRNA_end_NF	5	reference_other
SRR35267341	GSE307660	ENST00000697633	25.0	True	False	True	1:198757264:+	198757282	mRNA_start_NF		reference_other
SRR35267342	GSE307660	ENST00000442510	190.0	True	True	True	1:198757474:+	198757475	basic	1	reference_hc
SRR35267342	GSE307660	ENST00000530727	232.0	True	False	False		198732555	mRNA_end_NF	1	reference_other
SRR35267342	GSE307660	ENST00000367364	2488.0	True	True	False		198693205	basic	1	reference_hc
SRR35267342	GSE307660	ENST00000367367	178.0	True	False	True	1:198735248:+	198735251	mRNA_end_NF	2	reference_other
SRR35267342	GSE307660	ENST00000529828	77.0	True	True	True	1:198735248:+	198735251		1	reference_hc
SRR35267342	GSE307660	ENST00000413409	30.0	True	True	False		198695170	basic	1	reference_hc
SRR35267342	GSE307660	ENST00000462363	13.0	True	True	False		198703873		1	reference_hc
SRR35267342	GSE307660	ENST00000418674	8.0	True	True	False		198699619	alternative_5_UTR	2	reference_hc
SRR35267342	GSE307660	ENST00000697633	4.0	True	False	True	1:198757264:+	198757282	mRNA_start_NF		reference_other
SRR35267343	GSE307660	ENST00000348564	135.0	True	True	True	1:198757264:+	198757282	basic	1	reference_hc
SRR35267343	GSE307660	ENST00000530727	402.0	True	False	False		198732555	mRNA_end_NF	1	reference_other
SRR35267343	GSE307660	ENST00000442510	422.0	True	True	True	1:198757474:+	198757475	basic	1	reference_hc
SRR35267343	GSE307660	ENST00000367364	3102.0	True	True	False		198693205	basic	1	reference_hc
SRR35267343	GSE307660	ENST00000462363	30.0	True	True	False		198703873		1	reference_hc
SRR35267343	GSE307660	ENST00000367367	305.0	True	False	True	1:198735248:+	198735251	mRNA_end_NF	2	reference_other
SRR35267343	GSE307660	ENST00000529828	63.0	True	True	True	1:198735248:+	198735251		1	reference_hc
SRR35267343	GSE307660	ENST00000697630	519.0	True	False	False		198743044	RNA_Seq_supported_only		reference_other
SRR35267343	GSE307660	ENST00000413409	24.0	True	True	False		198695170	basic	1	reference_hc
SRR35267343	GSE307660	ENST00000391970	35.0	True	True	False		198703345		1	reference_hc
SRR35267343	GSE307660	ENST00000418674	25.0	True	True	False		198699619	alternative_5_UTR	2	reference_hc
SRR35267343	GSE307660	ENST00000484135	399.0	True	False	True	1:198700135:+	198700145	mRNA_end_NF	5	reference_other
SRR35267343	GSE307660	ENST00000697634	22.0	True	False	False		198753303	RNA_Seq_supported_only		reference_other
SRR35267344	GSE307660	ENST00000530727	458.0	True	False	False		198732555	mRNA_end_NF	1	reference_other
SRR35267344	GSE307660	ENST00000462363	16.0	True	True	False		198703873		1	reference_hc
SRR35267344	GSE307660	ENST00000442510	103.0	True	True	True	1:198757474:+	198757475	basic	1	reference_hc
SRR35267344	GSE307660	ENST00000367367	177.0	True	False	True	1:198735248:+	198735251	mRNA_end_NF	2	reference_other
SRR35267344	GSE307660	ENST00000367364	2216.0	True	True	False		198693205	basic	1	reference_hc
SRR35267344	GSE307660	ENST00000529828	115.0	True	True	True	1:198735248:+	198735251		1	reference_hc
SRR35267344	GSE307660	ENST00000413409	24.0	True	True	False		198695170	basic	1	reference_hc
SRR35267345	GSE307660	ENST00000643513	12.0	True	False	False		198706874	mRNA_end_NF		reference_other
SRR35267345	GSE307660	ENST00000367379	88.0	True	False	False		198708156	alternative_5_UTR	5	reference_other
SRR35267345	GSE307660	ENST00000442510	204.0	True	True	True	1:198757474:+	198757475	basic	1	reference_hc
SRR35267345	GSE307660	ENST00000530727	408.0	True	False	False		198732555	mRNA_end_NF	1	reference_other
SRR35267345	GSE307660	ENST00000462363	22.0	True	True	False		198703873		1	reference_hc
SRR35267345	GSE307660	ENST00000367367	494.0	True	False	True	1:198735248:+	198735251	mRNA_end_NF	2	reference_other
SRR35267345	GSE307660	ENST00000367364	3229.0	True	True	False		198693205	basic	1	reference_hc
SRR35267345	GSE307660	ENST00000413409	62.0	True	True	False		198695170	basic	1	reference_hc
SRR35267345	GSE307660	ENST00000529828	260.0	True	True	True	1:198735248:+	198735251		1	reference_hc
SRR35267345	GSE307660	ENST00000418674	8.0	True	True	False		198699619	alternative_5_UTR	2	reference_hc
